target_id	mean_obs	pval	qval	test_stat	rss	degrees_free	var_obs	tech_var	sigma_sq	smooth_sigma_sq	final_sigma_sq	b	se_b	trx
10023	5.98330550041735	3.96805294708614e-07	6.9630761452509e-06	25.7098079038774	2.61720582402754	1	0.523441164805509	0.00319587050786211	0.520245294297646	0.00818783974423606	0.520245294297646	1.31368839002207	0.0840019331783441	NM_177225
10024	6.98272428107252	1.68648095243765e-08	9.81148896579807e-07	31.8256806979468	3.16777623441272	1	0.633555246882544	0.00124241046701061	0.632312836415533	0.00779343592300957	0.632312836415533	1.45019088880299	0.0541036177193834	NM_008764
10027	6.84418142976146	4.51419312777472e-07	7.67088059449294e-06	25.4609877896949	2.97507990632303	1	0.595015981264605	0.00121560813061427	0.593800373133991	0.00613265218185972	0.593800373133991	1.39874022934334	0.082024958140616	NM_010930
10035	7.41448003386279	0.000308607605989016	0.0029527165404046	13.0174144906531	0.00279737675922948	1	0.000559475351845927	0.000620770588240209	-6.12952363943127e-05	0.0252678821569861	0.0252678821569861	0.0292815200875226	0.0427951031948214	NM_145470
10042	7.39255220353151	1.91824741030499e-08	1.04067432804085e-06	31.5756003398033	2.99003427127965	1	0.598006854255931	0.00081726928533342	0.597189584970596	0.0236047091609845	0.597189584970596	1.40840128274039	0.0494014362856277	NM_008216
10046	7.16314768196065	1.65825424178733e-07	3.69031121025335e-06	27.3953976104549	2.37315405059641	1	0.474630810119283	0.000893787121319162	0.473737022997963	0.0120975029258472	0.473737022997963	1.25161957724798	0.0623520934837031	NM_024207
10055	7.2245777293122	0.00461010900995084	0.0359442810843571	8.02637200893285	0.0184201503076384	1	0.0036840300615277	0.000687902531098341	0.00299612753042935	0.0143311442794327	0.0143311442794327	0.0839208044571719	0.046331650001851	NM_026346
10056	6.72444998604574	1.57452083370935e-08	9.51359030263831e-07	31.9591117401945	3.06903975612197	1	0.613807951224394	0.00144280840993594	0.612365142814458	0.00540530434980497	0.612365142814458	1.42855831323108	0.0598871437713155	NM_177755
10077	6.94318257298127	4.10883973787075e-08	1.5035991211173e-06	30.0973893576574	3.01302463701054	1	0.602604927402109	0.00124043436657748	0.601364493035531	0.00719473094030761	0.601364493035531	1.41283326436779	0.0560920191208862	NR_040350
10088	6.62881796378304	1.50839840215535e-05	0.000167439500499671	18.7268959828016	2.92814441338031	1	0.585628882676062	0.0105369976336275	0.575091885042434	0.00508704092145866	0.575091885042434	1.36774418011759	0.142629005939653	NM_177912
10098	7.67674766956187	3.47679221248049e-08	1.36464094339859e-06	30.4213568126787	3.61875387116348	1	0.723750774232697	0.00538019840618535	0.718370575826511	0.0586984307036958	0.718370575826511	1.54963149549348	0.0685180409336894	NM_001276461
10119	3.69883420479899	0.000365274731896819	0.00346768371224447	12.70194866374	4.44509124838766	1	0.889018249677532	0.0450962771412938	0.843921972536239	0.069547263701102	0.843921972536239	-1.62055927674465	0.290336785539069	NR_029534
10123	7.54702117933004	1.49684299728772e-09	4.17397899524622e-07	36.5384497255035	2.78510163337077	1	0.557020326674154	0.000698637807466384	0.556321688866689	0.0384964630752608	0.556321688866689	-1.36216868551377	0.041452433769429	NR_045071
10125	7.80484177563046	1.23222026513764e-09	4.04727085742898e-07	36.9177029348463	2.81497009546733	1	0.562994019093467	0.000448136357192057	0.562545882736275	0.0892933360220876	0.562545882736275	1.36889262038543	0.0357598004346285	NM_027174
10131	7.10115347610186	2.40610211569833e-08	1.12306441994892e-06	31.1356606536355	3.34506743718902	1	0.669013487437803	0.00449915994056443	0.66451432749724	0.0102905434831349	0.66451432749724	-1.49178355573461	0.0699081153206866	NM_001164642
10134	7.40556407832567	0.00065943709897501	0.00602034116262472	11.6002286896191	0.0110905961816554	1	0.00221811923633109	0.0005562725335174	0.00166184670281367	0.024576335928149	0.024576335928149	-0.0581952378577823	0.0424286806958053	NM_153178
10146	6.80098112951048	7.44900289957011e-07	1.12635338341691e-05	24.4953335365561	2.84071302234451	1	0.568142604468904	0.00135068064552312	0.566791923823379	0.00581522526101979	0.566791923823379	1.3651463868193	0.0868677502258552	NM_001033365
10151	7.70093544813457	2.5091837031473e-09	4.90569085509666e-07	35.5318170099618	2.8286543241821	1	0.56573086483642	0.000578485347883476	0.565152379488535	0.0635335482877314	0.565152379488535	1.37175724339747	0.0383188754269254	NM_008415
10155	5.30324490174626	7.00411282994466e-06	8.23798151462958e-05	20.1921127835207	3.13977538773196	1	0.627955077546392	0.00569814200748265	0.62225693553891	0.0141591701176104	0.62225693553891	-1.42296717590338	0.130717259880697	NM_020519
10163	5.76578466730121	9.40147805267932e-08	2.50754480262196e-06	28.493475246988	3.30424514538463	1	0.660849029076926	0.00387585084597703	0.656973178230949	0.00977783810351893	0.656973178230949	1.4837991190998	0.0926432021950895	NM_001177524
10167	6.55382737839053	2.1204728168826e-08	1.0736928172865e-06	31.3809867750033	2.78064375549771	1	0.556128751099542	0.00175727926146041	0.554371471838081	0.00511668958837373	0.554371471838081	1.36076420470714	0.0648409406425436	NM_025929
10182	5.92718520799456	1.83535830590121e-05	0.000201461681840555	18.3529371034512	2.69784670486788	1	0.539569340973577	0.0284603335076691	0.511109007465908	0.00857797947260472	0.511109007465908	1.31518031912095	0.155442994771825	NM_010741
10183	5.82144807748372	2.39596911633253e-05	0.000258422804709186	17.8454067550924	3.05778544267213	1	0.611557088534425	0.0263119127936189	0.585245175740807	0.00935577639259612	0.585245175740807	-1.39287511847733	0.156861828351301	NM_001252055
1022	7.9735644076674	7.41674938903043e-10	3.97480559365898e-07	37.9078164153378	2.89747309546941	1	0.579494619093883	0.000564145787954842	0.578930473305927	0.154654379844909	0.578930473305927	1.38909913563781	0.0347546491855481	NM_001081756
10222	3.09653759549979	0.000679773049820829	0.00619235898219203	11.5437522887254	5.7112541880282	1	1.14225083760564	0.103031718625436	1.0392191189802	0.115920220129163	1.0392191189802	1.81395224479915	0.367940875285411	NR_105917
10228	6.98741712034776	1.00877209813295e-07	2.62451606936888e-06	28.3570796497083	2.86309931586782	1	0.572619863173564	0.00115681634844579	0.571463046825118	0.00787274965267313	0.571463046825118	1.37577239361022	0.0632123370577635	NM_001142968
