"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","trx"
2090.51859063426,1.86525535634501,0.117097155677724,15.9291260795317,3.97879044625126e-57,7.45676624138465e-56,"NM_177321"
464.577238825774,0.85065556874903,0.230691685576385,3.68741320964238,0.000226545323905252,0.00209577550171709,"NM_001164242"
1900.0934563451,-2.03405539202316,0.126635090669359,-16.0623361287278,4.68566006274862e-58,8.8977913724657e-57,"NM_001164243"
15788.0110298764,0.814197181984317,0.058176047086271,13.9954022791703,1.66286094412086e-44,2.59625930426417e-43,"NM_001177890"
4471.81729191606,2.04084259481421,0.0987280382418658,20.6713577131403,6.27266848980884e-95,2.2418017036252e-93,"NM_010589"
379.616732595226,1.90247027665059,0.250902447241569,7.58250984622278,3.38933353789803e-14,3.84201849672687e-13,"NM_001195760"
10599.5196258963,2.02257787138161,0.0625740032887516,32.3229738402432,3.32723922317718e-229,5.50658091435823e-226,"NM_001081557"
2442.2609571588,2.11273944778168,0.102716481332545,20.5686509153451,5.24035457248835e-94,1.84527379095069e-92,"NM_001037927"
3889.88606503489,1.90596026032942,0.111274981294769,17.1283808647023,9.11564812340306e-66,1.93415354413232e-64,"NM_009238"
1454.38940420126,2.02899279473106,0.142436397933248,14.2449038600509,4.82211143052256e-46,7.68501684649578e-45,"NM_001256180"
2961.2277855932,1.62510131795142,0.113805880716434,14.2795900152175,2.93321970710577e-46,4.69206111512124e-45,"NM_001167832"
685.366636717899,-1.90665360040523,0.166867953452899,-11.4261220381265,3.09630282001237e-30,4.06945358415187e-29,"NM_001286551"
3126.11002150808,1.75539793806494,0.0854010741164197,20.5547524574687,6.97852716074643e-94,2.44931503855562e-92,"NM_001146323"
2923.1827046035,1.9200374779227,0.0902924209994632,21.2646582810546,2.41240987775174e-100,9.64739749439193e-99,"NM_144894"
975.441033346484,-0.415866110732523,0.112831765353877,-3.68571837397237,0.000228058434533947,0.00210858496733901,"NM_001164793"
600.27330920051,0.837949442945258,0.157564177911228,5.31814689134077,1.04829424745486e-07,1.08799086994651e-06,"NM_001205386"
